system_date,problem_number,num_characters
2024-05-15,920,653
2024-05-15,921,573
2024-05-15,922,394
2024-05-15,923,712
2024-05-15,924,669
2024-05-15,925,849
2024-05-15,926,632
2024-05-15,927,585
2024-05-15,928,642
2024-05-15,929,472
2024-05-15,930,460
2024-05-15,931,442
2024-05-15,932,724
2024-05-15,933,545
2024-05-15,934,604
2024-05-15,935,457
2024-05-15,936,702
2024-05-15,937,556
2024-05-15,938,506
2024-05-15,939,391
2024-05-15,940,714
2024-05-15,941,377
2024-05-15,942,520
2024-05-15,943,506
2024-05-15,944,934
2024-05-15,945,498
2024-05-15,946,534
2024-05-15,947,447
2024-05-15,948,796
2024-05-15,949,491
2024-05-15,950,321
2024-05-15,951,612
2024-05-15,952,691
2024-05-15,953,717
2024-05-15,954,467
2024-05-15,955,416
2024-05-15,956,764
2024-05-15,957,546
2024-05-15,958,876
2024-05-15,959,619
2024-05-15,960,614
2024-05-15,961,782
2024-05-15,962,728
2024-05-15,963,437
2024-05-15,964,429
2024-05-15,965,686
2024-05-15,966,376
2024-05-15,967,551
2024-05-15,968,1318
2024-05-15,969,521
2024-05-15,970,648
2024-05-15,971,540
2024-05-15,972,636
2024-05-15,973,608
2024-05-15,974,552
2024-05-15,975,442
2024-05-15,976,642
2024-05-15,977,375
2024-05-15,978,669
2024-05-15,979,572
2024-05-15,980,369
2024-05-15,981,562
2024-05-15,982,716
2024-05-15,983,534
2024-05-15,984,488
2024-05-15,985,660
2024-05-15,986,537
2024-05-15,987,666
2024-05-15,988,642
2024-05-15,989,490
2024-05-15,990,369
2024-05-15,991,723
2024-05-15,992,486
2024-05-15,993,704
2024-05-15,994,507
2024-05-15,995,675
2024-05-15,996,557
2024-05-15,997,609
2024-05-15,998,601
2024-05-15,999,490
2024-05-15,1000,646
2024-01-15,1,543
2024-01-15,2,467
2024-01-15,3,546
2024-01-15,4,537
2024-01-15,5,765
2024-01-15,6,715
2024-01-15,7,558
2024-01-15,8,543
2024-01-15,9,685
2024-01-15,10,482
2024-01-15,11,578
2024-01-15,12,562
2024-01-15,13,634
2024-01-15,14,589
2024-01-15,15,673
2024-01-15,16,510
2024-01-15,17,791
2024-01-15,18,531
2024-01-15,19,502
2024-01-15,20,500
2024-01-15,21,619
2024-01-15,22,542
2024-01-15,23,782
2024-01-15,24,757
2024-01-15,25,701
2024-01-15,26,783
2024-01-15,27,746
2024-01-15,28,530
2024-01-15,29,554
2024-01-15,30,734
2024-01-15,31,524
2024-01-15,32,443
2024-01-15,33,501
2024-01-15,34,408
2024-01-15,35,454
2024-01-15,36,554
2024-01-15,37,633
2024-01-15,38,489
2024-01-15,39,661
2024-01-15,40,633
2024-01-15,41,516
2024-01-15,42,825
2024-01-15,43,831
2024-01-15,44,778
2024-01-15,45,579
2024-01-15,46,501
2024-01-15,47,735
2024-01-15,48,854
2024-01-15,49,616
2024-01-15,50,536
2024-01-15,51,831
2024-01-15,52,539
2024-01-15,53,767
2024-01-15,54,365
2024-01-15,55,680
2024-01-15,56,525
2024-01-15,57,464
2024-01-15,58,538
2024-01-15,59,699
2024-01-15,60,632
2024-01-15,61,512
2024-01-15,62,791
2024-01-15,63,630
2024-01-15,64,384
2024-01-15,65,494
2024-01-15,66,418
2024-01-15,67,540
2024-01-15,68,325
2024-01-15,69,800
2024-01-15,70,669
2024-01-15,71,453
2024-01-15,72,705
2024-01-15,73,472
2024-01-15,74,509
2024-01-15,75,566
2024-01-15,76,442
2024-01-15,77,644
2024-01-15,78,493
2024-01-15,79,622
2024-01-15,80,653
2024-01-15,81,560
2024-01-15,82,554
2024-01-15,83,490
2024-01-15,84,563
2024-01-15,85,659
2024-01-15,86,518
2024-01-15,87,676
2024-01-15,88,499
2024-01-15,89,400
2024-01-15,90,504
2024-01-15,91,786
2024-01-15,92,388
2024-01-15,93,712
2024-01-15,94,564
2024-01-15,95,360
2024-01-15,96,502
2024-01-15,97,605
2024-01-15,98,462
2024-01-15,99,652
2024-01-15,100,676
2024-01-15,101,532
2024-01-15,102,580
2024-01-15,103,568
2024-01-15,104,569
2024-01-15,105,516
2024-01-15,106,723
2024-01-15,107,360
2024-01-15,108,551
2024-01-15,109,506
2024-01-15,110,598
2024-01-15,111,411
2024-01-15,112,646
2024-01-15,113,802
2024-01-15,114,740
2024-01-15,115,675
2024-01-15,116,391
2024-01-15,117,554
2024-01-15,118,482
2024-01-15,119,411
2024-01-15,120,482
2024-01-15,121,417
2024-01-15,122,592
2024-01-15,123,407
2024-01-15,124,927
2024-01-15,125,585
2024-01-15,126,389
2024-01-15,127,664
2024-01-15,128,783
2024-01-15,129,734
2024-01-15,130,527
2024-01-15,131,502
2024-01-15,132,676
2024-01-15,133,534
2024-01-15,134,693
2024-01-15,135,519
2024-01-15,136,515
2024-01-15,137,763
2024-01-15,138,689
2024-01-15,139,417
2024-01-15,140,518
2024-01-15,141,598
2024-01-15,142,633
2024-01-15,143,718
2024-01-15,144,770
2024-01-15,145,543
2024-01-15,146,776
2024-01-15,147,628
2024-01-15,148,573
2024-01-15,149,802
2024-01-15,150,637
2024-01-15,151,543
2024-01-15,152,498
2024-01-15,153,469
2024-01-15,154,557
2024-01-15,155,629
2024-01-15,156,380
2024-01-15,157,367
2024-01-15,158,668
2024-01-15,159,447
2024-01-15,160,663
2024-01-15,161,550
2024-01-15,162,576
2024-01-15,163,385
2024-01-15,164,614
2024-01-15,165,542
2024-01-15,166,718
2024-01-15,167,593
2024-01-15,168,636
2024-01-15,169,435
2024-01-15,170,549
2024-01-15,171,736
2024-01-15,172,581
2024-01-15,173,522
2024-01-15,174,556
2024-01-15,175,509
2024-01-15,176,529
2024-01-15,177,693
2024-01-15,178,677
2024-01-15,179,491
2024-01-15,180,562
2024-01-15,181,410
2024-01-15,182,755
2024-01-15,183,562
2024-01-15,184,561
2024-01-15,185,793
2024-01-15,186,569
2024-01-15,187,599
2024-01-15,188,506
2024-01-15,189,613
2024-01-15,190,433
2024-01-15,191,590
2024-01-15,192,637
2024-01-15,193,620
2024-01-15,194,521
2024-01-15,195,622
2024-01-15,196,694
2024-01-15,197,747
2024-01-15,198,518
2024-01-15,199,616
2024-01-15,200,757
2024-01-15,201,387
2024-01-15,202,625
2024-01-15,203,524
2024-01-15,204,460
2024-01-15,205,458
2024-01-15,206,572
2024-01-15,207,763
2024-01-15,208,614
2024-01-15,209,485
2024-01-15,210,555
2024-01-15,211,431
2024-01-15,212,661
2024-01-15,213,725
2024-01-15,214,399
2024-01-15,215,403
2024-01-15,216,508
2024-01-15,217,599
2024-01-15,218,429
2024-01-15,219,779
2024-01-15,220,656
2024-01-15,221,592
2024-01-15,222,504
2024-01-15,223,676
2024-01-15,224,715
2024-01-15,225,486
2024-01-15,226,670
2024-01-15,227,551
2024-01-15,228,544
2024-01-15,229,658
2024-01-15,230,542
2024-01-15,231,612
2024-01-15,232,575
2024-01-15,233,530
2024-01-15,234,274
2024-01-15,235,691
2024-01-15,236,454
2024-01-15,237,527
2024-01-15,238,566
2024-01-15,239,417
2024-01-15,240,789
2024-01-15,241,787
2024-01-15,242,488
2024-01-15,243,596
2024-01-15,244,619
2024-01-15,245,825
2024-01-15,246,333
2024-01-15,247,599
2024-01-15,248,577
2024-01-15,249,610
2024-01-15,250,636
2024-01-15,251,614
2024-01-15,252,349
2024-01-15,253,672
2024-01-15,254,378
2024-01-15,255,595
2024-01-15,256,369
2024-01-15,257,506
2024-01-15,258,723
2024-01-15,259,722
2024-01-15,260,570
2024-01-15,261,719
2024-01-15,262,538
2024-01-15,263,553
2024-01-15,264,576
2024-01-15,265,420
2024-01-15,266,683
2024-01-15,267,448
2024-01-15,268,468
2024-01-15,269,423
2024-01-15,270,505
2024-01-15,271,582
2024-01-15,272,815
2024-01-15,273,560
2024-01-15,274,759
2024-01-15,275,630
2024-01-15,276,362
2024-01-15,277,568
2024-01-15,278,674
2024-01-15,279,831
2024-01-15,280,527
2024-01-15,281,454
2024-01-15,282,615
2024-01-15,283,559
2024-01-15,284,422
2024-01-15,285,693
2024-01-15,286,559
2024-01-15,287,555
2024-01-15,288,753
2024-01-15,289,761
2024-01-15,290,517
2024-01-15,291,606
2024-01-15,292,481
2024-01-15,293,758
2024-01-15,294,571
2024-01-15,295,399
2024-01-15,296,381
2024-01-15,297,490
2024-01-15,298,563
2024-01-15,299,589
2024-01-15,300,413
2024-01-15,301,472
2024-01-15,302,440
2024-01-15,303,609
2024-01-15,304,357
2024-01-15,305,477
2024-01-15,306,462
2024-01-15,307,562
2024-01-15,308,610
2024-01-15,309,395
2024-01-15,310,445
2024-01-15,311,511
2024-01-15,312,620
2024-01-15,313,481
2024-01-15,314,621
2024-01-15,315,634
2024-01-15,316,624
2024-01-15,317,556
2024-01-15,318,578
2024-01-15,319,528
2024-01-15,320,751
2024-01-15,321,337
2024-01-15,322,448
2024-01-15,323,567
2024-01-15,324,930
2024-01-15,325,536
2024-01-15,326,822
2024-01-15,327,575
2024-01-15,328,704
2024-01-15,329,736
2024-01-15,330,492
2024-01-15,331,644
2024-01-15,332,416
2024-01-15,333,600
2024-01-15,334,714
2024-01-15,335,577
2024-01-15,336,625
2024-01-15,337,376
2024-01-15,338,530
2024-01-15,339,526
2024-01-15,340,546
2024-01-15,341,938
2024-01-15,342,771
2024-01-15,343,555
2024-01-15,344,792
2024-01-15,345,436
2024-01-15,346,605
2024-01-15,347,582
2024-01-15,348,643
2024-01-15,349,544
2024-01-15,350,488
2024-01-15,351,547
2024-01-15,352,476
2024-01-15,353,548
2024-01-15,354,911
2024-01-15,355,456
2024-01-15,356,545
2024-01-15,357,472
2024-01-15,358,471
2024-01-15,359,532
2024-01-15,360,789
2024-01-15,361,853
2024-01-15,362,559
2024-01-15,363,598
2024-01-15,364,483
2024-01-15,365,428
2024-01-15,366,436
2024-01-15,367,726
2024-01-15,368,599
2024-01-15,369,379
2024-01-15,370,650
2024-01-15,371,414
2024-01-15,372,679
2024-01-15,373,480
2024-01-15,374,537
2024-01-15,375,505
2024-01-15,376,734
2024-01-15,377,588
2024-01-15,378,563
2024-01-15,379,634
2024-01-15,380,490
2024-01-15,381,617
2024-01-15,382,669
2024-01-15,383,567
2024-01-15,384,585
2024-01-15,385,698
2024-01-15,386,572
2024-01-15,387,633
2024-01-15,388,509
2024-01-15,389,621
2024-01-15,390,722
2024-01-15,391,675
2024-01-15,392,590
2024-01-15,393,695
2024-01-15,394,601
2024-01-15,395,570
2024-01-15,396,710
2024-01-15,397,491
2024-01-15,398,465
2024-01-15,399,557
2024-01-15,400,481
2024-01-15,401,669
2024-01-15,402,742
2024-01-15,403,684
2024-01-15,404,609
2024-01-15,405,459
2024-01-15,406,742
2024-01-15,407,518
2024-01-15,408,489
2024-01-15,409,398
2024-01-15,410,438
2024-01-15,411,489
2024-01-15,412,590
2024-01-15,413,678
2024-01-15,414,593
2024-01-15,415,757
2024-01-15,416,528
2024-01-15,417,667
2024-01-15,418,285
2024-01-15,419,650
2024-01-15,420,674
2024-01-15,421,447
2024-01-15,422,721
2024-01-15,423,667
2024-01-15,424,514
2024-01-15,425,583
2024-01-15,426,660
2024-01-15,427,596
2024-01-15,428,431
2024-01-15,429,572
2024-01-15,430,658
2024-01-15,431,844
2024-01-15,432,589
2024-01-15,433,710
2024-01-15,434,650
2024-01-15,435,573
2024-01-15,436,645
2024-01-15,437,521
2024-01-15,438,554
2024-01-15,439,770
2024-01-15,440,709
2024-01-15,441,661
2024-01-15,442,592
2024-01-15,443,379
2024-01-15,444,650
2024-01-15,445,575
2024-01-15,446,532
2024-01-15,447,469
2024-01-15,448,763
2024-01-15,449,891
2024-01-15,450,548
2024-01-15,451,496
2024-01-15,452,494
2024-01-15,453,418
2024-01-15,454,578
2024-01-15,455,458
2024-01-15,456,534
2024-01-15,457,561
2024-01-15,458,455
2024-01-15,459,853
2024-01-15,460,459
2024-01-15,461,661
2024-01-15,462,429
2024-01-15,463,451
2024-01-15,464,479
2024-01-15,465,389
2024-01-15,466,503
2024-01-15,467,672
2024-01-15,468,512
2024-01-15,469,556
2024-01-15,470,715
2024-01-15,471,416
2024-01-15,472,876
2024-01-15,473,535
2024-01-15,474,465
2024-01-15,475,674
2024-01-15,476,432
2024-01-15,477,539
2024-01-15,478,564
2024-01-15,479,497
2024-01-15,480,803
2024-01-15,481,523
2024-01-15,482,467
2024-01-15,483,568
2024-01-15,484,440
2024-01-15,485,445
2024-01-15,486,1002
2024-01-15,487,399
2024-01-15,488,624
2024-01-15,489,616
2024-01-15,490,759
2024-01-15,491,412
2024-01-15,492,445
2024-01-15,493,632
2024-01-15,494,580
2024-01-15,495,691
2024-01-15,496,559
2024-01-15,497,546
2024-01-15,498,715
2024-01-15,499,654
2024-01-15,500,573
2024-01-15,501,608
2024-01-15,502,608
2024-01-15,503,565
2024-01-15,504,680
2024-01-15,505,425
2024-01-15,506,752
2024-01-15,507,656
2024-01-15,508,585
2024-01-15,509,489
2024-01-15,510,462
2024-01-15,511,646
2024-01-15,512,635
2024-01-15,513,549
2024-01-15,514,638
2024-01-15,515,604
2024-01-15,516,530
2024-01-15,517,466
2024-01-15,518,675
2024-01-15,519,720
2024-01-15,520,529
2024-01-15,521,597
2024-01-15,522,652
2024-01-15,523,622
2024-01-15,524,506
2024-01-15,525,530
2024-01-15,526,453
2024-01-15,527,478
2024-01-15,528,478
2024-01-15,529,632
2024-01-15,530,619
2024-01-15,531,993
2024-01-15,532,483
2024-01-15,533,665
2024-01-15,534,565
2024-01-15,535,518
2024-01-15,536,728
2024-01-15,537,348
2024-01-15,538,613
2024-01-15,539,595
2024-01-15,540,773
2024-01-15,541,564
2024-01-15,542,552
2024-01-15,543,365
2024-01-15,544,654
2024-01-15,545,659
2024-01-15,546,346
2024-01-15,547,418
2024-01-15,548,559
2024-01-15,549,593
2024-01-15,550,512
2024-01-15,551,531
2024-01-15,552,592
2024-01-15,553,469
2024-01-15,554,573
2024-01-15,555,983
2024-01-15,556,751
2024-01-15,557,546
2024-01-15,558,335
2024-01-15,559,448
2024-01-15,560,453
2024-01-15,561,802
2024-01-15,562,711
2024-01-15,563,368
2024-01-15,564,526
2024-01-15,565,674
2024-01-15,566,611
2024-01-15,567,486
2024-01-15,568,666
2024-01-15,569,758
2024-01-15,570,617
2024-01-15,571,736
2024-01-15,572,549
2024-01-15,573,387
2024-01-15,574,511
2024-01-15,575,652
2024-01-15,576,839
2024-01-15,577,619
2024-01-15,578,662
2024-01-15,579,539
2024-01-15,580,587
2024-01-15,581,455
2024-01-15,582,496
2024-01-15,583,570
2024-01-15,584,599
2024-01-15,585,732
2024-01-15,586,546
2024-01-15,587,691
2024-01-15,588,615
2024-01-15,589,603
2024-01-15,590,700
2024-01-15,591,421
2024-01-15,592,637
2024-01-15,593,354
2024-01-15,594,476
2024-01-15,595,735
2024-01-15,596,758
2024-01-15,597,446
2024-01-15,598,791
2024-01-15,599,719
2024-01-15,600,558
2024-01-15,601,433
2024-01-15,602,591
2024-01-15,603,788
2024-01-15,604,474
2024-01-15,605,691
2024-01-15,606,776
2024-01-15,607,629
2024-01-15,608,578
2024-01-15,609,506
2024-01-15,610,538
2024-01-15,611,511
2024-01-15,612,509
2024-01-15,613,477
2024-01-15,614,772
2024-01-15,615,461
2024-01-15,616,637
2024-01-15,617,446
2024-01-15,618,807
2024-01-15,619,701
2024-01-15,620,550
2024-01-15,621,581
2024-01-15,622,713
2024-01-15,623,1062
2024-01-15,624,541
2024-01-15,625,818
2024-01-15,626,548
2024-01-15,627,556
2024-01-15,628,331
2024-01-15,629,742
2024-01-15,630,1113
2024-01-15,631,670
2024-01-15,632,477
2024-01-15,633,585
2024-01-15,634,478
2024-01-15,635,663
2024-01-15,636,724
2024-01-15,637,504
2024-01-15,638,684
2024-01-15,639,572
2024-01-15,640,597
2024-01-15,641,327
2024-01-15,642,661
2024-01-15,643,406
2024-01-15,644,633
2024-01-15,645,643
2024-01-15,646,387
2024-01-15,647,437
2024-01-15,648,426
2024-01-15,649,514
2024-01-15,650,397
2024-01-15,651,582
2024-01-15,652,478
2024-01-15,653,595
2024-01-15,654,464
2024-01-15,655,491
2024-01-15,656,403
2024-01-15,657,830
2024-01-15,658,565
2024-01-15,659,611
2024-01-15,660,522
2024-01-15,661,495
2024-01-15,662,526
2024-01-15,663,556
2024-01-15,664,684
2024-01-15,665,444
2024-01-15,666,578
2024-01-15,667,920
2024-01-15,668,550
2024-01-15,669,592
2024-01-15,670,445
2024-01-15,671,373
2024-01-15,672,343
2024-01-15,673,748
2024-01-15,674,502
2024-01-15,675,634
2024-01-15,676,458
2024-01-15,677,604
2024-01-15,678,467
2024-01-15,679,563
2024-01-15,680,441
2024-01-15,681,515
2024-01-15,682,545
2024-01-15,683,463
2024-01-15,684,606
2024-01-15,685,440
2024-01-15,686,412
2024-01-15,687,381
2024-01-15,688,622
2024-01-15,689,790
2024-01-15,690,581
2024-01-15,691,622
2024-01-15,692,595
2024-01-15,693,541
2024-01-15,694,589
2024-01-15,695,872
2024-01-15,696,629
2024-01-15,697,616
2024-01-15,698,576
2024-01-15,699,601
2024-01-15,700,565
2024-01-15,701,459
2024-01-15,702,683
2024-01-15,703,518
2024-01-15,704,443
2024-01-15,705,597
2024-01-15,706,662
2024-01-15,707,518
2024-01-15,708,696
2024-01-15,709,559
2024-01-15,710,535
2024-01-15,711,729
2024-01-15,712,466
2024-01-15,713,527
2024-01-15,714,564
2024-01-15,715,830
2024-01-15,716,420
2024-01-15,717,465
2024-01-15,718,641
2024-01-15,719,481
2024-01-15,720,498
2024-01-15,721,597
2024-01-15,722,978
2024-01-15,723,771
2024-01-15,724,649
2024-01-15,725,681
2024-01-15,726,811
2024-01-15,727,637
2024-01-15,728,745
2024-01-15,729,428
2024-01-15,730,609
2024-01-15,731,557
2024-01-15,732,448
2024-01-15,733,761
2024-01-15,734,586
2024-01-15,735,701
2024-01-15,736,688
2024-01-15,737,356
2024-01-15,738,577
2024-01-15,739,650
2024-01-15,740,820
2024-01-15,741,790
2024-01-15,742,846
2024-01-15,743,399
2024-01-15,744,560
2024-01-15,745,519
2024-01-15,746,566
2024-01-15,747,401
2024-01-15,748,556
2024-01-15,749,562
2024-01-15,750,346
2024-01-15,751,754
2024-01-15,752,443
2024-01-15,753,598
2024-01-15,754,723
2024-01-15,755,700
2024-01-15,756,584
2024-01-15,757,429
2024-01-15,758,369
2024-01-15,759,670
2024-01-15,760,596
2024-01-15,761,437
2024-01-15,762,509
2024-01-15,763,894
2024-01-15,764,432
2024-01-15,765,640
2024-01-15,766,384
2024-01-15,767,414
2024-01-15,768,831
2024-01-15,769,594
2024-01-15,770,494
2024-01-15,771,748
2024-01-15,772,694
2024-01-15,773,654
2024-01-15,774,377
2024-01-15,775,342
2024-01-15,776,759
2024-01-15,777,494
2024-01-15,778,505
2024-01-15,779,603
2024-01-15,780,504
2024-01-15,781,666
2024-01-15,782,554
2024-01-15,783,565
2024-01-15,784,683
2024-01-15,785,549
2024-01-15,786,597
2024-01-15,787,762
2024-01-15,788,489
2024-01-15,789,601
2024-01-15,790,477
2024-01-15,791,580
2024-01-15,792,563
2024-01-15,793,484
2024-01-15,794,427
2024-01-15,795,599
2024-01-15,796,452
2024-01-15,797,605
2024-01-15,798,651
2024-01-15,799,614
2024-01-15,800,573
2024-01-15,801,478
2024-01-15,802,520
2024-01-15,803,454
2024-01-15,804,346
2024-01-15,805,556
2024-01-15,806,562
2024-01-15,807,611
2024-01-15,808,704
2024-01-15,809,660
2024-01-15,810,387
2024-01-15,811,435
2024-01-15,812,750
2024-01-15,813,497
2024-01-15,814,540
2024-01-15,815,489
2024-01-15,816,482
2024-01-15,817,613
2024-01-15,818,812
2024-01-15,819,603
2024-01-15,820,497
2024-01-15,821,546
2024-01-15,822,446
2024-01-15,823,544
2024-01-15,824,607
2024-01-15,825,555
2024-01-15,826,474
2024-01-15,827,426
2024-01-15,828,529
2024-01-15,829,489
2024-01-15,830,583
2024-01-15,831,444
2024-01-15,832,776
2024-01-15,833,573
2024-01-15,834,479
2024-01-15,835,296
2024-01-15,836,618
2024-01-15,837,437
2024-01-15,838,587
2024-01-15,839,498
2024-01-15,840,381
2024-01-15,841,722
2024-01-15,842,615
2024-01-15,843,438
2024-01-15,844,545
2024-01-15,845,736
2024-01-15,846,449
2024-01-15,847,484
2024-01-15,848,441
2024-01-15,849,738
2024-01-15,850,445
2024-01-15,851,511
2024-01-15,852,668
2024-01-15,853,776
2024-01-15,854,560
2024-01-15,855,668
2024-01-15,856,534
2024-01-15,857,390
2024-01-15,858,645
2024-01-15,859,534
2024-01-15,860,496
2024-01-15,861,826
2024-01-15,862,1294
2024-01-15,863,500
2024-01-15,864,585
2024-01-15,865,463
2024-01-15,866,542
2024-01-15,867,554
2024-01-15,868,495
2024-01-15,869,590
2024-01-15,870,376
2024-01-15,871,568
2024-01-15,872,575
2024-01-15,873,506
2024-01-15,874,805
2024-01-15,875,621
2024-01-15,876,495
2024-01-15,877,802
2024-01-15,878,592
2024-01-15,879,570
2024-01-15,880,474
2024-01-15,881,443
2024-01-15,882,513
2024-01-15,883,633
2024-01-15,884,693
2024-01-15,885,501
2024-01-15,886,825
2024-01-15,887,499
2024-01-15,888,623
2024-01-15,889,457
2024-01-15,890,1084
2024-01-15,891,506
2024-01-15,892,589
2024-01-15,893,567
2024-01-15,894,621
2024-01-15,895,419
2024-01-15,896,504
2024-01-15,897,567
2024-01-15,898,461
2024-01-15,899,574
2024-01-15,900,423
2024-01-15,901,511
2024-01-15,902,490
2024-01-15,903,683
2024-01-15,904,698
2024-01-15,905,807
2024-01-15,906,749
2024-01-15,907,407
2024-01-15,908,898
2024-01-15,909,551
2024-01-15,910,710
2024-01-15,911,621
2024-01-15,912,272
2024-01-15,913,824
2024-01-15,914,779
2024-01-15,915,574
2024-01-15,916,761
2024-01-15,917,925
2024-01-15,918,605
2024-01-15,919,504
2024-01-15,920,850
2024-01-15,921,579
2024-01-15,922,504
2024-01-15,923,727
2024-01-15,924,606
2024-01-15,925,867
2024-01-15,926,690
2024-01-15,927,623
2024-01-15,928,605
2024-01-15,929,499
2024-01-15,930,458
2024-01-15,931,369
2024-01-15,932,724
2024-01-15,933,559
2024-01-15,934,546
2024-01-15,935,561
2024-01-15,936,829
2024-01-15,937,643
2024-01-15,938,483
2024-01-15,939,391
2024-01-15,940,975
2024-01-15,941,377
2024-01-15,942,538
2024-01-15,943,506
2024-01-15,944,945
2024-01-15,945,450
2024-01-15,946,523
2024-01-15,947,429
2024-01-15,948,745
2024-01-15,949,492
2024-01-15,950,326
2024-01-15,951,631
2024-01-15,952,583
2024-01-15,953,805
2024-01-15,954,796
2024-01-15,955,619
2024-01-15,956,760
2024-01-15,957,546
2024-01-15,958,747
2024-01-15,959,579
2024-01-15,960,542
2024-01-15,961,727
2024-01-15,962,837
2024-01-15,963,400
2024-01-15,964,592
2024-01-15,965,572
2024-01-15,966,454
2024-01-15,967,710
2024-01-15,968,1275
2024-01-15,969,642
2024-01-15,970,633
2024-01-15,971,555
2024-01-15,972,453
2024-01-15,973,543
2024-01-15,974,529
2024-01-15,975,468
2024-01-15,976,770
2024-01-15,977,469
2024-01-15,978,666
2024-01-15,979,497
2024-01-15,980,431
2024-01-15,981,568
2024-01-15,982,770
2024-01-15,983,652
2024-01-15,984,445
2024-01-15,985,673
2024-01-15,986,575
2024-01-15,987,588
2024-01-15,988,725
2024-01-15,989,512
2024-01-15,990,344
2024-01-15,991,709
2024-01-15,992,486
2024-01-15,993,732
2024-01-15,994,547
2024-01-15,995,675
2024-01-15,996,562
2024-01-15,997,592
2024-01-15,998,658
2024-01-15,999,330
2024-01-15,1000,652
2024-02-15,1,558
2024-02-15,2,580
2024-02-15,3,585
2024-02-15,4,543
2024-02-15,5,709
2024-02-15,6,477
2024-02-15,7,695
2024-02-15,8,549
2024-02-15,9,685
2024-02-15,10,481
2024-02-15,11,525
2024-02-15,12,623
2024-02-15,13,591
2024-02-15,14,592
2024-02-15,15,534
2024-02-15,16,638
2024-02-15,17,954
2024-02-15,18,570
2024-02-15,19,429
2024-02-15,20,511
2024-02-15,21,775
2024-02-15,22,542
2024-02-15,23,808
2024-02-15,24,757
2024-02-15,25,629
2024-02-15,26,688
2024-02-15,27,696
2024-02-15,28,519
2024-02-15,29,486
2024-02-15,30,656
2024-02-15,31,426
2024-02-15,32,479
2024-02-15,33,490
2024-02-15,34,425
2024-02-15,35,405
2024-02-15,36,827
2024-02-15,37,771
2024-02-15,38,476
2024-02-15,39,567
2024-02-15,40,635
2024-02-15,41,470
2024-02-15,42,903
2024-02-15,43,836
2024-02-15,44,659
2024-02-15,45,594
2024-02-15,46,492
2024-02-15,47,737
2024-02-15,48,659
2024-02-15,49,735
2024-02-15,50,519
2024-02-15,51,833
2024-02-15,52,545
2024-02-15,53,687
2024-02-15,54,580
2024-02-15,55,695
2024-02-15,56,525
2024-02-15,57,474
2024-02-15,58,514
2024-02-15,59,673
2024-02-15,60,632
2024-02-15,61,512
2024-02-15,62,845
2024-02-15,63,630
2024-02-15,64,407
2024-02-15,65,431
2024-02-15,66,462
2024-02-15,67,531
2024-02-15,68,301
2024-02-15,69,766
2024-02-15,70,695
2024-02-15,71,443
2024-02-15,72,601
2024-02-15,73,548
2024-02-15,74,513
2024-02-15,75,445
2024-02-15,76,444
2024-02-15,77,686
2024-02-15,78,565
2024-02-15,79,687
2024-02-15,80,496
2024-02-15,81,606
2024-02-15,82,560
2024-02-15,83,471
2024-02-15,84,584
2024-02-15,85,674
2024-02-15,86,485
2024-02-15,87,805
2024-02-15,88,572
2024-02-15,89,400
2024-02-15,90,569
2024-02-15,91,649
2024-02-15,92,378
2024-02-15,93,688
2024-02-15,94,585
2024-02-15,95,367
2024-02-15,96,556
2024-02-15,97,712
2024-02-15,98,462
2024-02-15,99,701
2024-02-15,100,675
2024-02-15,101,544
2024-02-15,102,553
2024-02-15,103,447
2024-02-15,104,365
2024-02-15,105,577
2024-02-15,106,613
2024-02-15,107,375
2024-02-15,108,575
2024-02-15,109,548
2024-02-15,110,627
2024-02-15,111,594
2024-02-15,112,509
2024-02-15,113,468
2024-02-15,114,652
2024-02-15,115,705
2024-02-15,116,391
2024-02-15,117,560
2024-02-15,118,484
2024-02-15,119,411
2024-02-15,120,460
2024-02-15,121,409
2024-02-15,122,575
2024-02-15,123,433
2024-02-15,124,1006
2024-02-15,125,709
2024-02-15,126,631
2024-02-15,127,742
2024-02-15,128,520
2024-02-15,129,708
2024-02-15,130,578
2024-02-15,131,614
2024-02-15,132,737
2024-02-15,133,546
2024-02-15,134,706
2024-02-15,135,679
2024-02-15,136,603
2024-02-15,137,748
2024-02-15,138,690
2024-02-15,139,412
2024-02-15,140,427
2024-02-15,141,592
2024-02-15,142,707
2024-02-15,143,714
2024-02-15,144,756
2024-02-15,145,549
2024-02-15,146,659
2024-02-15,147,650
2024-02-15,148,597
2024-02-15,149,534
2024-02-15,150,551
2024-02-15,151,455
2024-02-15,152,498
2024-02-15,153,469
2024-02-15,154,491
2024-02-15,155,681
2024-02-15,156,374
2024-02-15,157,503
2024-02-15,158,834
2024-02-15,159,1065
2024-02-15,160,694
2024-02-15,161,489
2024-02-15,162,517
2024-02-15,163,385
2024-02-15,164,591
2024-02-15,165,675
2024-02-15,166,710
2024-02-15,167,598
2024-02-15,168,592
2024-02-15,169,448
2024-02-15,170,529
2024-02-15,171,683
2024-02-15,172,519
2024-02-15,173,521
2024-02-15,174,549
2024-02-15,175,498
2024-02-15,176,588
2024-02-15,177,796
2024-02-15,178,673
2024-02-15,179,411
2024-02-15,180,546
2024-02-15,181,420
2024-02-15,182,735
2024-02-15,183,553
2024-02-15,184,616
2024-02-15,185,861
2024-02-15,186,554
2024-02-15,187,623
2024-02-15,188,500
2024-02-15,189,425
